StartDate;EndDate;Status;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;RecipientLastName;RecipientFirstName;RecipientEmail;ExternalReference;DistributionChannel;UserLanguage;Q_RecaptchaScore;Q1;Q2;Q3;Q29;Q30;Q31;Q32;Q33;Q34;Q35;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;SC0;FillerScore;Q_StraightliningCount;Q_StraightliningPercentage;Q_StraightliningQuestions
2023-06-23 04:18:35;2023-06-23 04:22:38;IP Address;100;242;TRUE;2023-06-23 04:22:38;R_1d4f5L4wYhE0Cuw;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Повести были выдвинуты на премию ""Букер""";Гранты получили сотрудники,Гранты давали на конкурсе;Напарник видел ограбление;Графиня жила неподалеку,Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены,У монастыря были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку,Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;5.5;5.5;0;0;
2023-06-23 04:19:36;2023-06-23 04:23:59;IP Address;100;262;TRUE;2023-06-23 04:23:59;R_2ri63I3Lu3ifdDs;;;;;anonymous;RU;1;В музее хранились фотографии;"Директор выступила против получения писательницами премии ""Букер""";Гранты получили сотрудники;Водитель видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.5;0;0;
2023-06-23 04:23:17;2023-06-23 04:25:04;IP Address;100;107;TRUE;2023-06-23 04:25:05;R_3ew3tGxdgQEPjqe;;;;;anonymous;RU;1;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Графиня жила неподалеку;У песни был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 04:25:40;2023-06-23 04:28:17;IP Address;100;156;TRUE;2023-06-23 04:28:17;R_3Gptghq9ZClx0qa;;;;;anonymous;RU;1;В музее хранились находки;"Повести были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Графиня жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.5;5.5;0;0;
2023-06-23 04:26:58;2023-06-23 04:29:22;IP Address;100;143;TRUE;2023-06-23 04:29:22;R_1mkO48dB2oSWFQS;;;;;anonymous;RU;0.8999999761581421;В музее хранились находки;"Повести были выдвинуты на премию ""Букер""";Гранты получили сотрудники,Гранты получили институты;Водитель видел ограбление;Графиня жила неподалеку,Служанка жила неподалеку;У песни был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Сварочный аппарат проработал два дня,Работник проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;7.0;7;0;0;
2023-06-23 04:28:24;2023-06-23 04:31:38;IP Address;100;193;TRUE;2023-06-23 04:31:38;R_1r0ncGeGrT4Z7GL;;;;;anonymous;RU;0.800000011920929;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Графиня жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 04:30:23;2023-06-23 04:33:32;IP Address;100;188;TRUE;2023-06-23 04:33:32;R_2aDEalgGBNwIJgO;;;;;anonymous;RU;0.8999999761581421;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Графиня жила неподалеку,Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.5;5.5;0;0;
2023-06-23 04:31:27;2023-06-23 04:33:32;IP Address;100;124;TRUE;2023-06-23 04:33:33;R_3qepCIBfqMyLgmN;;;;;anonymous;RU;1;В музее хранились фотографии;"Повести были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Водитель видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 04:24:30;2023-06-23 04:33:45;IP Address;100;554;TRUE;2023-06-23 04:33:46;R_1PTotK6koYuxzmR;;;;;anonymous;RU;1;В музее хранились фотографии;"Повести были выдвинуты на премию ""Букер"",Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники,Гранты получили институты;Напарник видел ограбление,Водитель видел ограбление;Графиня жила неподалеку;У исполнительницы был высокий рейтинг,У песни был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Сварочный аппарат проработал два дня,Работник проработал два дня;Мастер украшал ручку,Мастер украшал дверь;он не верит ни в какие революции;вы вообще не понимаете важности нашего предложения;я готов решать только часть этого;я успею прочесть только часть;я вообще нисколько не спала в дороге;он вообще не работал в течение дня;Марья Гавриловна вообще не спала ночью;больной вообще не ел в течение дня;большие панорамы умещают лишь часть разнообразия жизни;я приведу только часть цифр, а не все;в этой игре воспроизводится только часть ощущений;мы знаем только часть всей последовательности построения;он может запомнить только часть деталей;шахматист перебирает только часть возможных ходов;маршрутки могут удовлетворить не всех пассажиров, а только часть;я рассказала только часть правды, а часть скрыла;Я собираюсь сидеть на шее у тетки только часть жизни,Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;Я собираюсь играть на гитаре только некоторое время,Сейчас я много играю на гитаре, но в будущем хочу делать что-то ещё;Я могу мести асфальт только некоторое время;Сейчас я часто ухожу с работы, но так продолжаться не может;Мое желание — работать часть жизни;Я готов извиняться время от времени, но не постоянно,Кто-то ожидает, что я буду всё время извиняться, но я этого не хочу;Новый способ должен перебирать только часть возможностей;Я готов описать только некоторые детали,Адресат хочет, чтобы я описал все детали, а я хочу поступить по-другому;8.5;8.5;0;0;
2023-06-23 04:28:04;2023-06-23 04:36:44;IP Address;100;519;TRUE;2023-06-23 04:36:44;R_3Ey5Ruvvn284tmb;;;;;anonymous;RU;0.800000011920929;В музее хранились фотографии;"Повести были выдвинуты на премию ""Букер"",Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг,У песни был высокий рейтинг;У подвала были толстые стены,У монастыря были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;7.0;7;0;0;
2023-06-23 04:30:37;2023-06-23 04:36:58;IP Address;100;380;TRUE;2023-06-23 04:36:59;R_25KhFViS3SNkN9r;;;;;anonymous;RU;0.800000011920929;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Никто не видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены,У монастыря были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;4.0;4;0;0;
2023-06-23 04:36:21;2023-06-23 04:42:09;IP Address;100;347;TRUE;2023-06-23 04:42:10;R_sk91u0IowedYErD;;;;;anonymous;RU;1;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили институты;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У монастыря были толстые стены;У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 04:30:58;2023-06-23 04:43:11;IP Address;100;732;TRUE;2023-06-23 04:43:12;R_5gM0zlLWv1SsjkZ;;;;;anonymous;RU;1;В музее хранились фотографии,В музее хранились находки;"Повести были выдвинуты на премию ""Букер"",Писательницы были выдвинуты на премию ""Букер"",Директор выступила против получения писательницами премии ""Букер""";Гранты получили сотрудники,Гранты получили институты;Напарник видел ограбление,Водитель видел ограбление;Графиня жила неподалеку,Служанка жила неподалеку;У исполнительницы был высокий рейтинг,У песни был высокий рейтинг;У подвала были толстые стены,У монастыря были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Сварочный аппарат проработал два дня,Работник проработал два дня;Мастер украшал ручку,Мастер украшал дверь;он не верит ни в какие революции,он верит только в некоторые революции,он верит не в революции, а во что-то другое;вы вообще не понимаете важности нашего предложения,вы понимаете важность нашего предложения только частично,вы понимаете не важность нашего предложения, а что-то еще;я не хочу решать ничего из этого,я готов решать только часть этого,я хочу не решать это всё, а делать что-то другое;я не успею прочесть вообще ничего из этого,я успею прочесть только часть,я успею не прочесть все это, а сделать что-то другое;я вообще нисколько не спала в дороге,я спала только часть времени в дороге,я не спала не в дороге, а в другое время;он вообще не работал в течение дня,он работал только часть дня,он работал не днем, а в другое время;Марья Гавриловна вообще не спала ночью,Марья Гавриловна спала только часть ночи;больной вообще не ел в течение дня,больной ел не днем, а в другое время;большие панорамы вообще не умещают никакого разнообразия жизни,большие панорамы умещают лишь часть разнообразия жизни,большие панорамы умещают не разнообразие жизни, а что-то другое;я не буду приводить никаких цифр,я приведу только часть цифр, а не все,я буду приводить не цифры, а другие аргументы;в этой игре не воспроизводится никаких ощущений,в этой игре воспроизводится только часть ощущений,в этой игре воспроизводятся не ощущения, а что-то другое;мы не знаем ничего о последовательности построения,мы знаем только часть всей последовательности построения,мы знаем не последовательность построения, а что-то другое;он не может запомнить никаких деталей,он может запомнить только часть деталей,он может запомнить не детали распределения, а что-то другое;шахматист вообще не перебирает никаких ходов,шахматист перебирает только часть возможных ходов,шахматист во время партии не перебирает ходы, а делает что-то другое;маршрутки не могут удовлетворить никаких пассажиров,маршрутки могут удовлетворить не всех пассажиров, а только часть,маршрутки могут не удовлетворить пассажиров, а сделать что-то другое;я вообще не рассказала про себя правду,я рассказала только часть правды, а часть скрыла,я рассказала вам правду не про себя, а про кого-то другого;Я вообще не собираюсь сидеть на шее у тетки,Я собираюсь сидеть на шее у тетки только часть жизни,Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;Я вообще не собираюсь играть на гитаре,Я собираюсь играть на гитаре только некоторое время,Сейчас я много играю на гитаре, но в будущем хочу делать что-то ещё;Я вообще не могу мести асфальт,Я могу мести асфальт только некоторое время,Сейчас я мету асфальт, но в будущем хочу заниматься какими-то другими вещами;Я вообще не могу уходить с работы,Я могу уходить с работы не всегда,Сейчас я часто ухожу с работы, но так продолжаться не может;Мое желание — вообще не работать,Мое желание — работать часть жизни,Кто-то считает, что правильно работать всю жизнь, а я хочу делать что-то другое;Я вообще не хочу извиняться,Я готов извиняться время от времени, но не постоянно,Кто-то ожидает, что я буду всё время извиняться, но я этого не хочу;Новый способ вообще не должен заниматься перебором возможностей,Новый способ должен перебирать только часть возможностей,Существующие сейчас способы перебирают возможности, а новый должен использовать другие стратегии;Я не хочу описывать никаких деталей,Я готов описать только некоторые детали,Адресат хочет, чтобы я описал все детали, а я хочу поступить по-другому;9.0;9;0;0;
2023-06-23 04:41:59;2023-06-23 04:44:20;IP Address;100;140;TRUE;2023-06-23 04:44:21;R_6Fr1n4OP19JqgzD;;;;;anonymous;RU;1;В музее хранились фотографии;"Повести были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Водитель видел ограбление;Служанка жила неподалеку,Григорий столкнулся со служанкой и графиней;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;4.0;4;0;0;
2023-06-23 04:37:11;2023-06-23 04:44:40;IP Address;100;448;TRUE;2023-06-23 04:44:41;R_1dLxRyKKc50cex5;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии,В музее хранились находки;"Повести были выдвинуты на премию ""Букер"",Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники,Гранты получили институты;Напарник видел ограбление,Водитель видел ограбление;Графиня жила неподалеку,Служанка жила неподалеку;У исполнительницы был высокий рейтинг,У песни был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Сварочный аппарат проработал два дня,Работник проработал два дня;Мастер украшал ручку,Мастер украшал дверь,Мастер изуродовал дверь;он не верит ни в какие революции,он верит не в революции, а во что-то другое;вы понимаете важность нашего предложения только частично;я не хочу решать ничего из этого;я успею прочесть только часть;я вообще нисколько не спала в дороге;он вообще не работал в течение дня;Марья Гавриловна вообще не спала ночью;больной вообще не ел в течение дня;большие панорамы умещают лишь часть разнообразия жизни;я приведу только часть цифр, а не все;в этой игре воспроизводится только часть ощущений;мы знаем только часть всей последовательности построения;он может запомнить только часть деталей;шахматист перебирает только часть возможных ходов;маршрутки могут удовлетворить не всех пассажиров, а только часть;я рассказала только часть правды, а часть скрыла;Я вообще не собираюсь сидеть на шее у тетки,Я собираюсь сидеть на шее у тетки только часть жизни,Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;Я вообще не собираюсь играть на гитаре,Я собираюсь играть на гитаре только некоторое время,Сейчас я много играю на гитаре, но в будущем хочу делать что-то ещё;Я вообще не могу мести асфальт,Я могу мести асфальт только некоторое время,Сейчас я мету асфальт, но в будущем хочу заниматься какими-то другими вещами;Я могу уходить с работы не всегда,Сейчас я часто ухожу с работы, но так продолжаться не может;Мое желание — вообще не работать,Мое желание — работать часть жизни,Кто-то считает, что правильно работать всю жизнь, а я хочу делать что-то другое;Я вообще не хочу извиняться,Кто-то ожидает, что я буду всё время извиняться, но я этого не хочу;Новый способ должен перебирать только часть возможностей;Я готов описать только некоторые детали;8.5;8.5;0;0;
2023-06-23 04:41:17;2023-06-23 04:44:46;IP Address;100;209;TRUE;2023-06-23 04:44:47;R_2VkxUk4iFN32eJU;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Повести были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 04:22:28;2023-06-23 04:45:07;IP Address;100;1359;TRUE;2023-06-23 04:45:08;R_3O6xTnLa6ObRyNi;;;;;anonymous;RU;1;В музее хранились фотографии,В музее хранились находки;"Повести были выдвинуты на премию ""Букер"",Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники,Гранты получили институты;Напарник видел ограбление,Водитель видел ограбление;Графиня жила неподалеку,Служанка жила неподалеку;У исполнительницы был высокий рейтинг,У песни был высокий рейтинг;У подвала были толстые стены,У монастыря были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Сварочный аппарат проработал два дня,Работник проработал два дня;Мастер украшал ручку,Мастер украшал дверь;он не верит ни в какие революции,он верит не в революции, а во что-то другое;вы понимаете важность нашего предложения только частично;я не хочу решать ничего из этого,я готов решать только часть этого,я хочу не решать это всё, а делать что-то другое;я успею прочесть только часть;я вообще нисколько не спала в дороге;он вообще не работал в течение дня,он работал только часть дня;Марья Гавриловна вообще не спала ночью;больной вообще не ел в течение дня;большие панорамы умещают лишь часть разнообразия жизни;я приведу только часть цифр, а не все;в этой игре воспроизводится только часть ощущений;мы не знаем ничего о последовательности построения,мы знаем только часть всей последовательности построения;он может запомнить только часть деталей;шахматист вообще не перебирает никаких ходов,шахматист перебирает только часть возможных ходов,шахматист во время партии не перебирает ходы, а делает что-то другое;маршрутки могут удовлетворить не всех пассажиров, а только часть;я рассказала только часть правды, а часть скрыла;Я вообще не собираюсь сидеть на шее у тетки,Я собираюсь сидеть на шее у тетки только часть жизни,Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;Я собираюсь играть на гитаре только некоторое время,Сейчас я много играю на гитаре, но в будущем хочу делать что-то ещё;Я могу мести асфальт только некоторое время,Сейчас я мету асфальт, но в будущем хочу заниматься какими-то другими вещами;Я могу уходить с работы не всегда,Сейчас я часто ухожу с работы, но так продолжаться не может;Мое желание — вообще не работать,Мое желание — работать часть жизни,Кто-то считает, что правильно работать всю жизнь, а я хочу делать что-то другое;Я вообще не хочу извиняться,Кто-то ожидает, что я буду всё время извиняться, но я этого не хочу;Новый способ вообще не должен заниматься перебором возможностей,Новый способ должен перебирать только часть возможностей,Существующие сейчас способы перебирают возможности, а новый должен использовать другие стратегии;Я готов описать только некоторые детали,Адресат хочет, чтобы я описал все детали, а я хочу поступить по-другому;10.0;10;0;0;
2023-06-23 05:05:53;2023-06-23 05:12:09;IP Address;100;376;TRUE;2023-06-23 05:12:10;R_2CUMSXiXDUc2Kwd;;;;;anonymous;RU;1;В музее хранились фотографии,В музее хранились находки;"Повести были выдвинуты на премию ""Букер"",Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники,Гранты получили институты;Напарник видел ограбление,Водитель видел ограбление;Графиня жила неподалеку,Служанка жила неподалеку;У исполнительницы был высокий рейтинг,У песни был высокий рейтинг;У подвала были толстые стены,У монастыря были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Сварочный аппарат проработал два дня,Работник проработал два дня;Мастер украшал ручку,Мастер украшал дверь;он не верит ни в какие революции;вы понимаете важность нашего предложения только частично;я не хочу решать ничего из этого,я готов решать только часть этого;я не успею прочесть вообще ничего из этого;я вообще нисколько не спала в дороге;он вообще не работал в течение дня;Марья Гавриловна вообще не спала ночью;больной вообще не ел в течение дня;большие панорамы умещают лишь часть разнообразия жизни;я приведу только часть цифр, а не все;в этой игре воспроизводится только часть ощущений;мы знаем только часть всей последовательности построения;он может запомнить только часть деталей;шахматист перебирает только часть возможных ходов;маршрутки могут удовлетворить не всех пассажиров, а только часть;я рассказала только часть правды, а часть скрыла;Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;Я собираюсь играть на гитаре только некоторое время;Сейчас я мету асфальт, но в будущем хочу заниматься какими-то другими вещами;Сейчас я часто ухожу с работы, но так продолжаться не может;Мое желание — работать часть жизни;Я готов извиняться время от времени, но не постоянно;Новый способ должен перебирать только часть возможностей;Я не хочу описывать никаких деталей,Я готов описать только некоторые детали;10.0;10;0;0;
2023-06-23 06:08:54;2023-06-23 06:11:09;IP Address;100;134;TRUE;2023-06-23 06:11:10;R_1QynIYd0NY0FjyH;;;;;anonymous;RU;0.800000011920929;В музее хранились фотографии;"Директор выступила против получения писательницами премии ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Графиня жила неподалеку;У песни был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.5;0;0;
2023-06-23 06:40:15;2023-06-23 06:42:29;IP Address;100;134;TRUE;2023-06-23 06:42:30;R_1cZHafwJ4Ia7MmX;;;;;anonymous;RU;0.8999999761581421;В музее хранилась копия города;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили институты;Напарник видел ограбление;Григорий столкнулся со служанкой и графиней;У песни был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо;Вор проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5;0;0;
2023-06-23 16:45:31;2023-06-23 16:47:49;IP Address;100;137;TRUE;2023-06-23 16:47:49;R_1MXsBaGbIC06aYJ;;;;;anonymous;RU;1;В музее хранились фотографии;"Повести были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены,У монастыря были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;5.5;5.5;0;0;
2023-06-23 16:45:51;2023-06-23 16:47:57;IP Address;100;125;TRUE;2023-06-23 16:47:57;R_3Mg24WwlBNMb2He;;;;;anonymous;RU;1;В музее хранились находки;"Повести были выдвинуты на премию ""Букер"",Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление,Водитель видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;6.5;6.5;0;0;
2023-06-23 16:45:40;2023-06-23 16:48:22;IP Address;100;162;TRUE;2023-06-23 16:48:22;R_3qmvSAhe8R4CwqN;;;;;anonymous;RU;1;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили институты;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены,У монастыря были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.5;5.5;0;0;
2023-06-23 16:45:53;2023-06-23 16:48:45;IP Address;100;171;TRUE;2023-06-23 16:48:46;R_3ha45OFNZjkn170;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Повести были выдвинуты на премию ""Букер"",Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У монастыря были толстые стены;У мужчины было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку,Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;6.0;6;0;0;
2023-06-23 16:45:39;2023-06-23 16:48:48;IP Address;100;189;TRUE;2023-06-23 16:48:49;R_W07qGV4F6H6RJD3;;;;;anonymous;RU;1;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 16:46:03;2023-06-23 16:48:56;IP Address;100;173;TRUE;2023-06-23 16:48:57;R_2QnR2lk5gkGftE0;;;;;anonymous;RU;1;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены,У монастыря были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;6.0;6;0;0;
2023-06-23 16:45:08;2023-06-23 16:49:11;IP Address;100;243;TRUE;2023-06-23 16:49:11;R_2PnfZlklVphEWI2;;;;;anonymous;RU;1;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 16:45:08;2023-06-23 16:49:15;IP Address;100;246;TRUE;2023-06-23 16:49:15;R_Uz1FWNmm5Xc2XRL;;;;;anonymous;RU;1;В музее хранились находки;"Директор выступила против получения писательницами премии ""Букер""";Гранты получили институты;Никто не видел ограбление;Графиня жила неподалеку,Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня;Мастер изуродовал дверь;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1;0;0;
2023-06-23 16:49:59;2023-06-23 16:51:04;IP Address;100;64;TRUE;2023-06-23 16:51:04;R_2pRZTx9nscypmzq;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 16:45:51;2023-06-23 16:52:11;IP Address;100;379;TRUE;2023-06-23 16:52:12;R_1ptkabUmoCym7Ci;;;;;anonymous;RU;0.800000011920929;В музее хранились находки;"Директор выступила против получения писательницами премии ""Букер""";Гранты получили институты;Водитель видел ограбление;Графиня жила неподалеку;У песни был высокий рейтинг;У монастыря были толстые стены;У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.5;0;0;
2023-06-23 16:45:41;2023-06-23 16:55:03;IP Address;100;562;TRUE;2023-06-23 16:55:04;R_AiFLhQA45uULtHr;;;;;anonymous;RU;1;В музее хранились фотографии;"Повести были выдвинуты на премию ""Букер""";Гранты получили институты;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 16:45:12;2023-06-23 16:56:44;IP Address;100;691;TRUE;2023-06-23 16:56:44;R_t01FNLp0I2dSkCt;;;;;anonymous;RU;1;В музее хранились фотографии;"Директор выступила против получения писательницами премии ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.5;0;0;
2023-06-23 17:12:22;2023-06-23 17:12:57;IP Address;100;35;TRUE;2023-06-23 17:12:57;R_1LAPHgqdSqP5wVt;;;;;anonymous;RU;0.8999999761581421;В музее хранились находки;"Повести были выдвинуты на премию ""Букер""";Гранты давали на конкурсе;Никто не видел ограбление;Графиня жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2;0;0;
